 0.0000000000000000E+000  0.3984427102016468E-016  0.8665678987102368E-013  0.7103996888359679E-013  0.2659306101200501E-014  0.7193558086444202E-013  0.5843046044836514E-013  0.5066596014263736E-011  0.9405407767719420E-013  0.3010774061522042E-018  0.2496504039397620E-014  0.2773327959087481E-014  0.6905712113258744E-011  0.4349533970840481E-012  0.4587317071341745E-011  0.3827485203777847E-011  0.2157656942003428E-008  0.7227408949095349E-010  0.2196369058848902E-009  0.3486343991276897E-009  0.4190815107592803E-013  0.5130798997471375E-011  0.2166933993352771E-010  0.5667174899932210E-013  0.9913987686349657E-010  0.4025093192777662E-011  0.2041165014787794E-009  0.8756027153333790E-011  0.1011874029011040E-008  0.6560000201716321E-005  0.1074516031707162E-007  0.1132087999733411E-010  0.8158574260619389E-008  0.1439702940198018E-009  0.2758840045302691E-008  0.6100000064179767E-005  0.3700000092976552E-006  0.2090000063180923E+000  0.7810000181198120E+000  0.4899999908047903E-006  0.1999999987845058E-007
 0.1000000000000000E+001  0.3979076331893008E-016  0.8303497416287748E-013  0.7136092834587028E-013  0.2674051187122600E-014  0.7204182440657475E-013  0.5855923433787353E-013  0.5059694496053855E-011  0.9398552751573862E-013  0.3031938111653484E-018  0.2495025695290307E-014  0.2756216527102201E-014  0.2707776028616992E-011  0.4344392707219085E-012  0.4734955291836306E-011  0.3695004122936310E-011  0.2155469571206291E-008  0.7324054972587823E-010  0.2209642037627324E-009  0.3407275588085515E-009  0.4159519489983318E-013  0.5119858766886891E-011  0.2021642599819094E-010  0.5122066028928564E-013  0.9990718502667494E-010  0.4041121758410504E-011  0.2037743108502700E-009  0.8804597427018240E-011  0.1014144797541968E-008  0.6517501444444384E-005  0.1076080796242506E-007  0.1131220685254525E-010  0.8105666107978072E-008  0.1436209785848217E-009  0.2761086027092726E-008  0.6100000064179767E-005  0.3700000092976552E-006  0.2090000063180923E+000  0.7810000181198120E+000  0.4899999908047903E-006  0.1999999987845058E-007
 0.2000000000000000E+001  0.3903881383542251E-016  0.8301799529929506E-013  0.7221633236576867E-013  0.2652991691104959E-014  0.7309100073547845E-013  0.5939469719122597E-013  0.5062686597110948E-011  0.9575890909817619E-013  0.2988230440439106E-018  0.2451202179128896E-014  0.2674945608007459E-014  0.1074599658653983E-011  0.4350667039764736E-012  0.4815909903159348E-011  0.3657016243800885E-011  0.2153937458505951E-008  0.7392098105737309E-010  0.2213631046668041E-009  0.3346611235623201E-009  0.3993350847093657E-013  0.5038913440667907E-011  0.2004679435088188E-010  0.4962219792153805E-013  0.9991694235507504E-010  0.4018588656301593E-011  0.2005261809863872E-009  0.8735242284215612E-011  0.1015513455698345E-008  0.6475381587040558E-005  0.1074094050457521E-007  0.1132851157590662E-010  0.7900343510663425E-008  0.1420576833327479E-009  0.2790493717535964E-008  0.6100000064179767E-005  0.3700000092976552E-006  0.2090000063180923E+000  0.7810000181198120E+000  0.4899999908047903E-006  0.1999999987845058E-007
 0.3000000000000000E+001  0.3611082535737762E-016  0.8727590353057408E-013  0.7511285272874465E-013  0.2521914700099740E-014  0.7732159380190430E-013  0.6278329945709546E-013  0.5133998190871767E-011  0.1045878776834381E-012  0.2788527947387568E-018  0.2274764697183498E-014  0.2394208613424209E-014  0.4525195922888132E-012  0.4350333874919827E-012  0.4824596190289169E-011  0.3756272391876092E-011  0.2152895815298157E-008  0.7425526036629477E-010  0.2227367201216019E-009  0.3323817564243640E-009  0.3423369311299444E-013  0.4732767082991345E-011  0.2126922016202868E-010  0.5134280769689920E-013  0.9914605585707083E-010  0.3863552220494075E-011  0.1880729556480817E-009  0.8303583935938455E-011  0.1014368919012947E-008  0.6422506367356724E-005  0.1061181909196030E-007  0.1140005216358651E-010  0.7205651488131778E-008  0.1366331035063887E-009  0.2921806425883980E-008  0.6100000064179767E-005  0.3700000092976552E-006  0.2090000063180923E+000  0.7810000181198120E+000  0.4899999908047903E-006  0.1999999987845058E-007
 0.4000000000000000E+001  0.2927336516487292E-016  0.1017501801939609E-012  0.8310179051672248E-013  0.2188310123213894E-014  0.8975195603040237E-013  0.7274034316155432E-013  0.5360073724916059E-011  0.1334667809826292E-012  0.2301736598755310E-018  0.1856102919573640E-014  0.1776105544154026E-014  0.2253156545390748E-012  0.4326195216692104E-012  0.4729543014400048E-011  0.4159523417574211E-011  0.2152474927959001E-008  0.7407161105487612E-010  0.2270432055144971E-009  0.3380774975102768E-009  0.2261004037160326E-013  0.4009586000389625E-011  0.2570410411425177E-010  0.5944066993009255E-013  0.9689284295949769E-010  0.3439283588807569E-011  0.1574782756549393E-009  0.7204977364009757E-011  0.1007080063348661E-008  0.6339503760698887E-005  0.1021922597970385E-007  0.1156182318004789E-010  0.5652090134386383E-008  0.1233046633802129E-009  0.3304283093186559E-008  0.6100000064179767E-005  0.3700000092976552E-006  0.2090000063180923E+000  0.7810000181198120E+000  0.4899999908047903E-006  0.1999999987845058E-007
 0.5000000000000000E+001  0.1864879443409291E-016  0.1419054699542375E-012  0.1023508614943823E-012  0.1622354721693409E-014  0.1233413924228645E-012  0.9942419780878617E-013  0.5891651556294019E-011  0.2220483616924181E-012  0.1512996970483010E-018  0.1195927071216182E-014  0.9077529723432088E-015  0.1545159652118767E-012  0.4277357535846456E-012  0.4536640667611259E-011  0.5170083180213353E-011  0.2153787964252991E-008  0.7333729170970739E-010  0.2375806292250586E-009  0.3556173693191172E-009  0.9049480749899406E-014  0.2858944187974209E-011  0.3781849205089144E-010  0.8500359183864491E-013  0.9287752673446218E-010  0.2618217097332362E-011  0.1047810453152913E-009  0.5341233777569315E-011  0.9848004429367892E-009  0.6223600298767505E-005  0.9232430602053940E-008  0.1174093017287274E-010  0.3347408585892259E-008  0.9918972750459047E-010  0.4260441106204389E-008  0.6100000064179767E-005  0.3700000092976552E-006  0.2090000063180923E+000  0.7810000181198120E+000  0.4899999908047903E-006  0.1999999987845058E-007
 0.6000000000000000E+001  0.7857592007786251E-017  0.2508711087864881E-012  0.1474657082165125E-012  0.9121353010344545E-015  0.2310360945077001E-012  0.1815576090261823E-012  0.6993499132105718E-011  0.5297437641429880E-012  0.6596777600731395E-019  0.5131630667874764E-015  0.2136255441266547E-015  0.1707353308986479E-012  0.4234919861055900E-012  0.4359858488088522E-011  0.7158933249689066E-011  0.2158486152273056E-008  0.7253623667552513E-010  0.2599793875830166E-009  0.3810491883826421E-009  0.1428672493392142E-014  0.1652556104979153E-011  0.6736244727685807E-010  0.1929953465511222E-012  0.8870082452415390E-010  0.1414690085115704E-011  0.4348777244386825E-010  0.3002513506569734E-011  0.9300009827388098E-009  0.6118502973246998E-005  0.6851389835585546E-008  0.1145702456308882E-010  0.1198109732743212E-008  0.6543449256023690E-010  0.6584069122425277E-008  0.6100000064179767E-005  0.3700000092976552E-006  0.2090000063180923E+000  0.7810000181198120E+000  0.4899999908047903E-006  0.1999999987845058E-007
 0.7000000000000000E+001  0.1189081887619089E-017  0.5082038403612976E-012  0.2456063932182906E-012  0.1947276312048468E-015  0.1033666446568011E-011  0.6005405728079628E-012  0.8869904610557796E-011  0.1663465611201956E-011  0.9385693195515841E-020  0.8092882651852500E-016  0.4204535377902130E-017  0.5309685590078797E-012  0.4221128072111260E-012  0.4322425188759488E-011  0.9838758118231546E-011  0.2163659954881077E-008  0.7232153565833466E-010  0.2969027788027045E-009  0.3971450341153193E-009  0.3092500201121904E-016  0.9199991661991366E-012  0.1283156745080013E-009  0.1601854843248250E-011  0.8724776744115034E-010  0.2483309690833214E-012  0.5148641165301245E-011  0.6403761136614347E-012  0.8273808563315409E-009  0.6072256247542668E-005  0.1941576268221983E-008  0.9195652568722841E-011  0.1215200237334781E-009  0.2809660497082560E-010  0.1141089074415650E-007  0.6100000064179767E-005  0.3700000092976552E-006  0.2090000063180923E+000  0.7810000181198120E+000  0.4899999908047903E-006  0.1999999987845058E-007
 0.8000000000000000E+001  0.1068468973093867E-019  0.7653803932284804E-012  0.3004679233368782E-012  0.2720369379563702E-018  0.1114202617755161E-010  0.2076165987830484E-011  0.1005045088741077E-010  0.3543285764515600E-011  0.1127479608792387E-021  0.9094403781068375E-021 -0.7529536129838600E-056  0.2032094597407711E-010  0.4219220540867871E-012  0.4345975908317934E-011  0.1114301446047855E-010  0.2164120965912382E-008  0.7240836300413622E-010  0.3204170485050519E-009  0.3987232457639369E-009  0.3992491815353672E-018  0.8570747264846099E-012  0.2111018154295244E-009  0.5540872867749488E-010  0.8726928738390660E-010  0.1548798879703393E-013  0.1642960695851871E-012  0.4917145911147240E-015  0.7090514522190531E-009  0.6068209268638954E-005  0.2348869992612538E-013  0.4892694456944338E-011  0.2478971266779375E-020  0.4215742457050541E-011  0.1317150826594848E-007  0.6100000064179767E-005  0.3700000092976552E-006  0.2090000063180923E+000  0.7810000181198120E+000  0.4899999908047903E-006  0.1999999987845058E-007
 0.9000000000000000E+001  0.1885188019701795E-020  0.9442622938612697E-012  0.2526140684860631E-012  0.1366471264980192E-018  0.1824969327069955E-010  0.2934650655300941E-011  0.1015946335797094E-010  0.4641657001710991E-011  0.1859355768613003E-022  0.1584124557486648E-027 -0.3828544986107819E-099  0.8936748337584945E-010  0.4220076157648742E-012  0.4350334351332933E-011  0.1132120303844314E-010  0.2164095143155286E-008  0.7240967866589177E-010  0.3236463314796721E-009  0.3988257328407089E-009  0.6238108150775428E-019  0.8703970570724342E-012  0.2843095139464133E-009  0.9511751689916429E-010  0.8724984462021055E-010  0.7894637899635494E-014  0.2562390800936095E-013  0.2413533881258053E-015  0.6244123361290515E-009  0.6068073371299266E-005  0.4072577197449262E-020  0.2834333870937622E-011  0.6033209415329692E-022  0.6539545239926406E-012  0.1291914314621030E-007  0.6100000064179767E-005  0.3700000092976552E-006  0.2090000063180923E+000  0.7810000181198120E+000  0.4899999908047903E-006  0.1999999987845058E-007
